Symbol,Name,Sector,Current Price,Market Cap,PE Ratio,Dividend Yield,Error
IMRN,,,,,,,Expecting value: line 1 column 1 (char 0)
IMRX,,,,,,,Expecting value: line 1 column 1 (char 0)
IMTE,,,,,,,Expecting value: line 1 column 1 (char 0)
IMTX,,,,,,,Expecting value: line 1 column 1 (char 0)
IMUX,,,,,,,Expecting value: line 1 column 1 (char 0)
IMVT,,,,,,,Expecting value: line 1 column 1 (char 0)
IMXI,,,,,,,Expecting value: line 1 column 1 (char 0)
INA,,,,,,,Expecting value: line 1 column 1 (char 0)
INAB,,,,,,,Expecting value: line 1 column 1 (char 0)
INAQ,,,,,,,Expecting value: line 1 column 1 (char 0)
INBK,,,,,,,Expecting value: line 1 column 1 (char 0)
INBS,,,,,,,Expecting value: line 1 column 1 (char 0)
INBX,,,,,,,Expecting value: line 1 column 1 (char 0)
INCR,,,,,,,Expecting value: line 1 column 1 (char 0)
INCY,,,,,,,Expecting value: line 1 column 1 (char 0)
INDB,,,,,,,Expecting value: line 1 column 1 (char 0)
INDI,,,,,,,Expecting value: line 1 column 1 (char 0)
INDP,,,,,,,Expecting value: line 1 column 1 (char 0)
INDV,,,,,,,Expecting value: line 1 column 1 (char 0)
INFN,,,,,,,Expecting value: line 1 column 1 (char 0)
ING,,,,,,,Expecting value: line 1 column 1 (char 0)
INGN,,,,,,,Expecting value: line 1 column 1 (char 0)
INHD,,,,,,,Expecting value: line 1 column 1 (char 0)
INKT,,,,,,,Expecting value: line 1 column 1 (char 0)
INM,,,,,,,Expecting value: line 1 column 1 (char 0)
INMB,,,,,,,Expecting value: line 1 column 1 (char 0)
INMD,,,,,,,Expecting value: line 1 column 1 (char 0)
INNV,,,,,,,Expecting value: line 1 column 1 (char 0)
INO,,,,,,,Expecting value: line 1 column 1 (char 0)
INOD,,,,,,,Expecting value: line 1 column 1 (char 0)
INSE,,,,,,,Expecting value: line 1 column 1 (char 0)
INSG,,,,,,,Expecting value: line 1 column 1 (char 0)
INSM,,,,,,,Expecting value: line 1 column 1 (char 0)
INT,,,,,,,Expecting value: line 1 column 1 (char 0)
INTA,,,,,,,Expecting value: line 1 column 1 (char 0)
INTC,,,,,,,Expecting value: line 1 column 1 (char 0)
INTE,,,,,,,Expecting value: line 1 column 1 (char 0)
INTG,,,,,,,Expecting value: line 1 column 1 (char 0)
INTJ,,,,,,,Expecting value: line 1 column 1 (char 0)
INTR,,,,,,,Expecting value: line 1 column 1 (char 0)
INTS,,,,,,,Expecting value: line 1 column 1 (char 0)
INTU,,,,,,,Expecting value: line 1 column 1 (char 0)
INTZ,,,,,,,Expecting value: line 1 column 1 (char 0)
INV,,,,,,,Expecting value: line 1 column 1 (char 0)
INVA,,,,,,,Expecting value: line 1 column 1 (char 0)
INVE,,,,,,,Expecting value: line 1 column 1 (char 0)
INVO,,,,,,,Expecting value: line 1 column 1 (char 0)
INVZ,,,,,,,Expecting value: line 1 column 1 (char 0)
INZY,,,,,,,Expecting value: line 1 column 1 (char 0)
IOBT,,,,,,,Expecting value: line 1 column 1 (char 0)
IONR,,,,,,,Expecting value: line 1 column 1 (char 0)
IONS,,,,,,,Expecting value: line 1 column 1 (char 0)
IOSP,,,,,,,Expecting value: line 1 column 1 (char 0)
IOVA,,,,,,,Expecting value: line 1 column 1 (char 0)
IP,,,,,,,Expecting value: line 1 column 1 (char 0)
IPA,,,,,,,Expecting value: line 1 column 1 (char 0)
IPAR,,,,,,,Expecting value: line 1 column 1 (char 0)
IPDN,,,,,,,Expecting value: line 1 column 1 (char 0)
IPGP,,,,,,,Expecting value: line 1 column 1 (char 0)
IPHA,,,,,,,Expecting value: line 1 column 1 (char 0)
IPR,,,,,,,Expecting value: line 1 column 1 (char 0)
IPSC,,,,,,,Expecting value: line 1 column 1 (char 0)
IPX,,,,,,,Expecting value: line 1 column 1 (char 0)
IPXX,,,,,,,Expecting value: line 1 column 1 (char 0)
IQ,,,,,,,Expecting value: line 1 column 1 (char 0)
IRBT,,,,,,,Expecting value: line 1 column 1 (char 0)
IRD,,,,,,,Expecting value: line 1 column 1 (char 0)
IRDM,,,,,,,Expecting value: line 1 column 1 (char 0)
IREN,,,,,,,Expecting value: line 1 column 1 (char 0)
IRIX,,,,,,,Expecting value: line 1 column 1 (char 0)
IRMD,,,,,,,Expecting value: line 1 column 1 (char 0)
IROH,,,,,,,Expecting value: line 1 column 1 (char 0)
IRON,,,,,,,Expecting value: line 1 column 1 (char 0)
IROQ,,,,,,,Expecting value: line 1 column 1 (char 0)
IRTC,,,,,,,Expecting value: line 1 column 1 (char 0)
ISA,,,,,,,Expecting value: line 1 column 1 (char 0)
ISPC,,,,,,,Expecting value: line 1 column 1 (char 0)
ISPO,,,,,,,Expecting value: line 1 column 1 (char 0)
ISPR,,,,,,,Expecting value: line 1 column 1 (char 0)
ISRG,,,,,,,Expecting value: line 1 column 1 (char 0)
ISRL,,,,,,,Expecting value: line 1 column 1 (char 0)
ISSC,,,,,,,Expecting value: line 1 column 1 (char 0)
ISTR,,,,,,,Expecting value: line 1 column 1 (char 0)
ITCI,,,,,,,Expecting value: line 1 column 1 (char 0)
ITI,,,,,,,Expecting value: line 1 column 1 (char 0)
ITIC,,,,,,,Expecting value: line 1 column 1 (char 0)
ITOS,,,,,,,Expecting value: line 1 column 1 (char 0)
ITRI,,,,,,,Expecting value: line 1 column 1 (char 0)
ITRM,,,,,,,Expecting value: line 1 column 1 (char 0)
ITRN,,,,,,,Expecting value: line 1 column 1 (char 0)
IVA,,,,,,,Expecting value: line 1 column 1 (char 0)
IVAC,,,,,,,Expecting value: line 1 column 1 (char 0)
IVCA,,,,,,,Expecting value: line 1 column 1 (char 0)
IVCB,,,,,,,Expecting value: line 1 column 1 (char 0)
IVCP,,,,,,,Expecting value: line 1 column 1 (char 0)
IVDA,,,,,,,Expecting value: line 1 column 1 (char 0)
IVP,,,,,,,Expecting value: line 1 column 1 (char 0)
IVVD,,,,,,,Expecting value: line 1 column 1 (char 0)
IX,,,,,,,Expecting value: line 1 column 1 (char 0)
IXHL,,,,,,,Expecting value: line 1 column 1 (char 0)
IZEA,,,,,,,Expecting value: line 1 column 1 (char 0)
IZM,,,,,,,Expecting value: line 1 column 1 (char 0)
JACK,,,,,,,Expecting value: line 1 column 1 (char 0)
JAGX,,,,,,,Expecting value: line 1 column 1 (char 0)
JAKK,,,,,,,Expecting value: line 1 column 1 (char 0)
JAMF,,,,,,,Expecting value: line 1 column 1 (char 0)
JANX,,,,,,,Expecting value: line 1 column 1 (char 0)
JAZZ,,,,,,,Expecting value: line 1 column 1 (char 0)
JBDI,,,,,,,Expecting value: line 1 column 1 (char 0)
JBHT,,,,,,,Expecting value: line 1 column 1 (char 0)
JBLU,,,,,,,Expecting value: line 1 column 1 (char 0)
JBSS,,,,,,,Expecting value: line 1 column 1 (char 0)
JCSE,,,,,,,Expecting value: line 1 column 1 (char 0)
JCTC,,,,,,,Expecting value: line 1 column 1 (char 0)
JD,,,,,,,Expecting value: line 1 column 1 (char 0)
JDZG,,,,,,,Expecting value: line 1 column 1 (char 0)
JEL,,,,,,,Expecting value: line 1 column 1 (char 0)
JFBR,,,,,,,Expecting value: line 1 column 1 (char 0)
JFIN,,,,,,,Expecting value: line 1 column 1 (char 0)
JFU,,,,,,,Expecting value: line 1 column 1 (char 0)
JG,,,,,,,Expecting value: line 1 column 1 (char 0)
JJSF,,,,,,,Expecting value: line 1 column 1 (char 0)
JKHY,,,,,,,Expecting value: line 1 column 1 (char 0)
JL,,,,,,,Expecting value: line 1 column 1 (char 0)
JMSB,,,,,,,Expecting value: line 1 column 1 (char 0)
JNVR,,,,,,,Expecting value: line 1 column 1 (char 0)
JOUT,,,,,,,Expecting value: line 1 column 1 (char 0)
JRSH,,,,,,,Expecting value: line 1 column 1 (char 0)
JRVR,,,,,,,Expecting value: line 1 column 1 (char 0)
JSPR,,,,,,,Expecting value: line 1 column 1 (char 0)
JTAI,,,,,,,Expecting value: line 1 column 1 (char 0)
JUNE,,,,,,,Expecting value: line 1 column 1 (char 0)
JVA,,,,,,,Expecting value: line 1 column 1 (char 0)
JXJT,,,,,,,Expecting value: line 1 column 1 (char 0)
JYD,,,,,,,Expecting value: line 1 column 1 (char 0)
JYNT,,,,,,,Expecting value: line 1 column 1 (char 0)
JZ,,,,,,,Expecting value: line 1 column 1 (char 0)
JZXN,,,,,,,Expecting value: line 1 column 1 (char 0)
KALA,,,,,,,Expecting value: line 1 column 1 (char 0)
KALU,,,,,,,Expecting value: line 1 column 1 (char 0)
KALV,,,,,,,Expecting value: line 1 column 1 (char 0)
KARO,,,,,,,Expecting value: line 1 column 1 (char 0)
KAVL,,,,,,,Expecting value: line 1 column 1 (char 0)
KC,,,,,,,Expecting value: line 1 column 1 (char 0)
KDLY,,,,,,,Expecting value: line 1 column 1 (char 0)
KDP,,,,,,,Expecting value: line 1 column 1 (char 0)
KE,,,,,,,Expecting value: line 1 column 1 (char 0)
KEQU,,,,,,,Expecting value: line 1 column 1 (char 0)
KES,,,,,,,Expecting value: line 1 column 1 (char 0)
KEY,,,,,,,Expecting value: line 1 column 1 (char 0)
KFFB,,,,,,,Expecting value: line 1 column 1 (char 0)
KGEI,,,,,,,Expecting value: line 1 column 1 (char 0)
KHC,,,,,,,Expecting value: line 1 column 1 (char 0)
KHS,,,,,,,Expecting value: line 1 column 1 (char 0)
KIDS,,,,,,,Expecting value: line 1 column 1 (char 0)
KINS,,,,,,,Expecting value: line 1 column 1 (char 0)
KIRK,,,,,,,Expecting value: line 1 column 1 (char 0)
KITT,,,,,,,Expecting value: line 1 column 1 (char 0)
KLAC,,,,,,,Expecting value: line 1 column 1 (char 0)
KLIC,,,,,,,Expecting value: line 1 column 1 (char 0)
KLTO,,,,,,,Expecting value: line 1 column 1 (char 0)
KLTR,,,,,,,Expecting value: line 1 column 1 (char 0)
KLXE,,,,,,,Expecting value: line 1 column 1 (char 0)
KMDA,,,,,,,Expecting value: line 1 column 1 (char 0)
KNDI,,,,,,,Expecting value: line 1 column 1 (char 0)
KNSA,,,,,,,Expecting value: line 1 column 1 (char 0)
KOD,,,,,,,Expecting value: line 1 column 1 (char 0)
KOPN,,,,,,,Expecting value: line 1 column 1 (char 0)
KOSS,,,,,,,Expecting value: line 1 column 1 (char 0)
KPLT,,,,,,,Expecting value: line 1 column 1 (char 0)
KPRX,,,,,,,Expecting value: line 1 column 1 (char 0)
KPTI,,,,,,,Expecting value: line 1 column 1 (char 0)
KRKR,,,,,,,Expecting value: line 1 column 1 (char 0)
KRMD,,,,,,,Expecting value: line 1 column 1 (char 0)
KRNT,,,,,,,Expecting value: line 1 column 1 (char 0)
KRNY,,,,,,,Expecting value: line 1 column 1 (char 0)
KRON,,,,,,,Expecting value: line 1 column 1 (char 0)
KROS,,,,,,,Expecting value: line 1 column 1 (char 0)
KRRO,,,,,,,Expecting value: line 1 column 1 (char 0)
KRT,,,,,,,Expecting value: line 1 column 1 (char 0)
KRUS,,,,,,,Expecting value: line 1 column 1 (char 0)
KRYS,,,,,,,Expecting value: line 1 column 1 (char 0)
KSCP,,,,,,,Expecting value: line 1 column 1 (char 0)
KSP,,,,,,,Expecting value: line 1 column 1 (char 0)
KSPI,,,,,,,Expecting value: line 1 column 1 (char 0)
KTCC,,,,,,,Expecting value: line 1 column 1 (char 0)
KTOS,,,,,,,Expecting value: line 1 column 1 (char 0)
KTTA,,,,,,,Expecting value: line 1 column 1 (char 0)
KURA,,,,,,,Expecting value: line 1 column 1 (char 0)
KVAC,,,,,,,Expecting value: line 1 column 1 (char 0)
KVHI,,,,,,,Expecting value: line 1 column 1 (char 0)
KXIN,,,,,,,Expecting value: line 1 column 1 (char 0)
KYMR,,,,,,,Expecting value: line 1 column 1 (char 0)
KYTX,,,,,,,Expecting value: line 1 column 1 (char 0)
KZIA,,,,,,,Expecting value: line 1 column 1 (char 0)
KZR,,,,,,,Expecting value: line 1 column 1 (char 0)
LAB,,,,,,,Expecting value: line 1 column 1 (char 0)
LAES,,,,,,,Expecting value: line 1 column 1 (char 0)
LAKE,,,,,,,Expecting value: line 1 column 1 (char 0)
LAMR,,,,,,,Expecting value: line 1 column 1 (char 0)
LANC,,,,,,,Expecting value: line 1 column 1 (char 0)
LAND,,,,,,,Expecting value: line 1 column 1 (char 0)
LARK,,,,,,,Expecting value: line 1 column 1 (char 0)
LASE,,,,,,,Expecting value: line 1 column 1 (char 0)
LASR,,,,,,,Expecting value: line 1 column 1 (char 0)
LATG,,,,,,,Expecting value: line 1 column 1 (char 0)
LAUR,,,,,,,Expecting value: line 1 column 1 (char 0)
LAY,,,,,,,Expecting value: line 1 column 1 (char 0)
LAZR,,,,,,,Expecting value: line 1 column 1 (char 0)
LBPH,,,,,,,Expecting value: line 1 column 1 (char 0)
LCFY,,,,,,,Expecting value: line 1 column 1 (char 0)
LCID,,,,,,,Expecting value: line 1 column 1 (char 0)
LCNB,,,,,,,Expecting value: line 1 column 1 (char 0)
LCUT,,,,,,,Expecting value: line 1 column 1 (char 0)
LDN,,,,,,,Expecting value: line 1 column 1 (char 0)
LDS,,,,,,,Expecting value: line 1 column 1 (char 0)
LDTC,,,,,,,Expecting value: line 1 column 1 (char 0)
LDY,,,,,,,Expecting value: line 1 column 1 (char 0)
LE,,,,,,,Expecting value: line 1 column 1 (char 0)
LECO,,,,,,,Expecting value: line 1 column 1 (char 0)
LEDS,,,,,,,Expecting value: line 1 column 1 (char 0)
LEE,,,,,,,Expecting value: line 1 column 1 (char 0)
LEGH,,,,,,,Expecting value: line 1 column 1 (char 0)
LEGN,,,,,,,Expecting value: line 1 column 1 (char 0)
LENZ,,,,,,,Expecting value: line 1 column 1 (char 0)
LESL,,,,,,,Expecting value: line 1 column 1 (char 0)
LEXX,,,,,,,Expecting value: line 1 column 1 (char 0)
LFC,,,,,,,Expecting value: line 1 column 1 (char 0)
LFCR,,,,,,,Expecting value: line 1 column 1 (char 0)
LFD,,,,,,,Expecting value: line 1 column 1 (char 0)
LFLY,,,,,,,Expecting value: line 1 column 1 (char 0)
LFMD,,,,,,,Expecting value: line 1 column 1 (char 0)
LFST,,,,,,,Expecting value: line 1 column 1 (char 0)
LFUS,,,,,,,Expecting value: line 1 column 1 (char 0)
LFVN,,,,,,,Expecting value: line 1 column 1 (char 0)
LGCB,,,,,,,Expecting value: line 1 column 1 (char 0)
LGCL,,,,,,,Expecting value: line 1 column 1 (char 0)
LGHL,,,,,,,Expecting value: line 1 column 1 (char 0)
LGIH,,,,,,,Expecting value: line 1 column 1 (char 0)
LGMK,,,,,,,Expecting value: line 1 column 1 (char 0)
LGND,,,,,,,Expecting value: line 1 column 1 (char 0)
LGO,,,,,,,Expecting value: line 1 column 1 (char 0)
LGS,,,,,,,Expecting value: line 1 column 1 (char 0)
LGTY,,,,,,,Expecting value: line 1 column 1 (char 0)
LGVN,,,,,,,Expecting value: line 1 column 1 (char 0)
LI,,,,,,,Expecting value: line 1 column 1 (char 0)
LICN,,,,,,,Expecting value: line 1 column 1 (char 0)
LIDR,,,,,,,Expecting value: line 1 column 1 (char 0)
LIF,,,,,,,Expecting value: line 1 column 1 (char 0)
LILA,,,,,,,Expecting value: line 1 column 1 (char 0)
LILM,,,,,,,Expecting value: line 1 column 1 (char 0)
LIN,,,,,,,Expecting value: line 1 column 1 (char 0)
LINC,,,,,,,Expecting value: line 1 column 1 (char 0)
LIND,,,,,,,Expecting value: line 1 column 1 (char 0)
LINE,,,,,,,Expecting value: line 1 column 1 (char 0)
LINK,,,,,,,Expecting value: line 1 column 1 (char 0)
LIPO,,,,,,,Expecting value: line 1 column 1 (char 0)
LIQT,,,,,,,Expecting value: line 1 column 1 (char 0)
LITE,,,,,,,Expecting value: line 1 column 1 (char 0)
LITM,,,,,,,Expecting value: line 1 column 1 (char 0)
LIVE,,,,,,,Expecting value: line 1 column 1 (char 0)
LIVN,,,,,,,Expecting value: line 1 column 1 (char 0)
LIXT,,,,,,,Expecting value: line 1 column 1 (char 0)
LKCO,,,,,,,Expecting value: line 1 column 1 (char 0)
LKFN,,,,,,,Expecting value: line 1 column 1 (char 0)
LKQ,,,,,,,Expecting value: line 1 column 1 (char 0)
LLG,,,,,,,Expecting value: line 1 column 1 (char 0)
LMAT,,,,,,,Expecting value: line 1 column 1 (char 0)
LMB,,,,,,,Expecting value: line 1 column 1 (char 0)
LMFA,,,,,,,Expecting value: line 1 column 1 (char 0)
LMNR,,,,,,,Expecting value: line 1 column 1 (char 0)
LN,,,,,,,Expecting value: line 1 column 1 (char 0)
LNKB,,,,,,,Expecting value: line 1 column 1 (char 0)
LNSR,,,,,,,Expecting value: line 1 column 1 (char 0)
LNT,,,,,,,Expecting value: line 1 column 1 (char 0)
LNTH,,,,,,,Expecting value: line 1 column 1 (char 0)
LNZA,,,,,,,Expecting value: line 1 column 1 (char 0)
LOAN,,,,,,,Expecting value: line 1 column 1 (char 0)
LOBO,,,,,,,Expecting value: line 1 column 1 (char 0)
LOCO,,,,,,,Expecting value: line 1 column 1 (char 0)
LOGC,,,,,,,Expecting value: line 1 column 1 (char 0)
LOGI,,,,,,,Expecting value: line 1 column 1 (char 0)
LOOP,,,,,,,Expecting value: line 1 column 1 (char 0)
LOPE,,,,,,,Expecting value: line 1 column 1 (char 0)
LOT,,,,,,,Expecting value: line 1 column 1 (char 0)
LOVE,,,,,,,Expecting value: line 1 column 1 (char 0)
LPCN,,,,,,,Expecting value: line 1 column 1 (char 0)
LPLA,,,,,,,Expecting value: line 1 column 1 (char 0)
LPRO,,,,,,,Expecting value: line 1 column 1 (char 0)
LPSN,,,,,,,Expecting value: line 1 column 1 (char 0)
LPTH,,,,,,,Expecting value: line 1 column 1 (char 0)
LPTX,,,,,,,Expecting value: line 1 column 1 (char 0)
LQDA,,,,,,,Expecting value: line 1 column 1 (char 0)
LQDT,,,,,,,Expecting value: line 1 column 1 (char 0)
LQR,,,,,,,Expecting value: line 1 column 1 (char 0)
LRCX,,,,,,,Expecting value: line 1 column 1 (char 0)
LRE,,,,,,,Expecting value: line 1 column 1 (char 0)
LRFC,,,,,,,Expecting value: line 1 column 1 (char 0)
LRHC,,,,,,,Expecting value: line 1 column 1 (char 0)
LRMR,,,,,,,Expecting value: line 1 column 1 (char 0)
LSAK,,,,,,,Expecting value: line 1 column 1 (char 0)
LSB,,,,,,,Expecting value: line 1 column 1 (char 0)
LSBK,,,,,,,Expecting value: line 1 column 1 (char 0)
LSCC,,,,,,,Expecting value: line 1 column 1 (char 0)
LSEA,,,,,,,Expecting value: line 1 column 1 (char 0)
LSH,,,,,,,Expecting value: line 1 column 1 (char 0)
LSTA,,,,,,,Expecting value: line 1 column 1 (char 0)
LSTR,,,,,,,Expecting value: line 1 column 1 (char 0)
LTBR,,,,,,,Expecting value: line 1 column 1 (char 0)
LTRN,,,,,,,Expecting value: line 1 column 1 (char 0)
LTRX,,,,,,,Expecting value: line 1 column 1 (char 0)
LTRY,,,,,,,Expecting value: line 1 column 1 (char 0)
LUCD,,,,,,,Expecting value: line 1 column 1 (char 0)
LUCY,,,,,,,Expecting value: line 1 column 1 (char 0)
LULU,,,,,,,Expecting value: line 1 column 1 (char 0)
LUMO,,,,,,,Expecting value: line 1 column 1 (char 0)
LUNA,,,,,,,Expecting value: line 1 column 1 (char 0)
LUNG,,,,,,,Expecting value: line 1 column 1 (char 0)
LUNR,,,,,,,Expecting value: line 1 column 1 (char 0)
LUXH,,,,,,,Expecting value: line 1 column 1 (char 0)
LVLU,,,,,,,Expecting value: line 1 column 1 (char 0)
LVO,,,,,,,Expecting value: line 1 column 1 (char 0)
LVRO,,,,,,,Expecting value: line 1 column 1 (char 0)
LVTX,,,,,,,Expecting value: line 1 column 1 (char 0)
LX,,,,,,,Expecting value: line 1 column 1 (char 0)
LXEH,,,,,,,Expecting value: line 1 column 1 (char 0)
LXEO,,,,,,,Expecting value: line 1 column 1 (char 0)
LXRX,,,,,,,Expecting value: line 1 column 1 (char 0)
LYEL,,,,,,,Expecting value: line 1 column 1 (char 0)
LYFT,,,,,,,Expecting value: line 1 column 1 (char 0)
LYRA,,,,,,,Expecting value: line 1 column 1 (char 0)
LYT,,,,,,,Expecting value: line 1 column 1 (char 0)
LYTS,,,,,,,Expecting value: line 1 column 1 (char 0)
LZ,,,,,,,Expecting value: line 1 column 1 (char 0)
MAMA,,,,,,,Expecting value: line 1 column 1 (char 0)
MAMO,,,,,,,Expecting value: line 1 column 1 (char 0)
MANH,,,,,,,Expecting value: line 1 column 1 (char 0)
MAPS,,,,,,,Expecting value: line 1 column 1 (char 0)
MAR,,,,,,,Expecting value: line 1 column 1 (char 0)
MARA,,,,,,,Expecting value: line 1 column 1 (char 0)
MASI,,,,,,,Expecting value: line 1 column 1 (char 0)
MASS,,,,,,,Expecting value: line 1 column 1 (char 0)
MAT,,,,,,,Expecting value: line 1 column 1 (char 0)
MATH,,,,,,,Expecting value: line 1 column 1 (char 0)
MAXN,,,,,,,Expecting value: line 1 column 1 (char 0)
MAYS,,,,,,,Expecting value: line 1 column 1 (char 0)
MBCN,,,,,,,Expecting value: line 1 column 1 (char 0)
MBIN,,,,,,,Expecting value: line 1 column 1 (char 0)
MBIO,,,,,,,Expecting value: line 1 column 1 (char 0)
MBLY,,,,,,,Expecting value: line 1 column 1 (char 0)
MBM,,,,,,,Expecting value: line 1 column 1 (char 0)
MBOT,,,,,,,Expecting value: line 1 column 1 (char 0)
MBRX,,,,,,,Expecting value: line 1 column 1 (char 0)
MBUU,,,,,,,Expecting value: line 1 column 1 (char 0)
MBX,,,,,,,Expecting value: line 1 column 1 (char 0)
MCAA,,,,,,,Expecting value: line 1 column 1 (char 0)
MCAG,,,,,,,Expecting value: line 1 column 1 (char 0)
MCBS,,,,,,,Expecting value: line 1 column 1 (char 0)
MCFT,,,,,,,Expecting value: line 1 column 1 (char 0)
MCHP,,,,,,,Expecting value: line 1 column 1 (char 0)
MCHX,,,,,,,Expecting value: line 1 column 1 (char 0)
MCRB,,,,,,,Expecting value: line 1 column 1 (char 0)
MCRI,,,,,,,Expecting value: line 1 column 1 (char 0)
MCVT,,,,,,,Expecting value: line 1 column 1 (char 0)
MDAI,,,,,,,Expecting value: line 1 column 1 (char 0)
MDB,,,,,,,Expecting value: line 1 column 1 (char 0)
MDBH,,,,,,,Expecting value: line 1 column 1 (char 0)
MDD,,,,,,,Expecting value: line 1 column 1 (char 0)
MDGL,,,,,,,Expecting value: line 1 column 1 (char 0)
MDIA,,,,,,,Expecting value: line 1 column 1 (char 0)
MDJH,,,,,,,Expecting value: line 1 column 1 (char 0)
MDLZ,,,,,,,Expecting value: line 1 column 1 (char 0)
MDRR,,,,,,,Expecting value: line 1 column 1 (char 0)
MDXG,,,,,,,Expecting value: line 1 column 1 (char 0)
MDXH,,,,,,,Expecting value: line 1 column 1 (char 0)
ME,,,,,,,Expecting value: line 1 column 1 (char 0)
MEDP,,,,,,,Expecting value: line 1 column 1 (char 0)
MEGL,,,,,,,Expecting value: line 1 column 1 (char 0)
MEIP,,,,,,,Expecting value: line 1 column 1 (char 0)
MELI,,,,,,,Expecting value: line 1 column 1 (char 0)
MEOH,,,,,,,Expecting value: line 1 column 1 (char 0)
MERC,,,,,,,Expecting value: line 1 column 1 (char 0)
MESA,,,,,,,Expecting value: line 1 column 1 (char 0)
MESO,,,,,,,Expecting value: line 1 column 1 (char 0)
META,,,,,,,Expecting value: line 1 column 1 (char 0)
METC,,,,,,,Expecting value: line 1 column 1 (char 0)
MFH,,,,,,,Expecting value: line 1 column 1 (char 0)
MFI,,,,,,,Expecting value: line 1 column 1 (char 0)
MFIC,,,,,,,Expecting value: line 1 column 1 (char 0)
MFIN,,,,,,,Expecting value: line 1 column 1 (char 0)
MG,,,,,,,Expecting value: line 1 column 1 (char 0)
MGEE,,,,,,,Expecting value: line 1 column 1 (char 0)
MGIC,,,,,,,Expecting value: line 1 column 1 (char 0)
MGIH,,,,,,,Expecting value: line 1 column 1 (char 0)
MGNI,,,,,,,Expecting value: line 1 column 1 (char 0)
MGNX,,,,,,,Expecting value: line 1 column 1 (char 0)
MGOL,,,,,,,Expecting value: line 1 column 1 (char 0)
MGPI,,,,,,,Expecting value: line 1 column 1 (char 0)
MGRC,,,,,,,Expecting value: line 1 column 1 (char 0)
MGRM,,,,,,,Expecting value: line 1 column 1 (char 0)
MGRX,,,,,,,Expecting value: line 1 column 1 (char 0)
MGTX,,,,,,,Expecting value: line 1 column 1 (char 0)
MGX,,,,,,,Expecting value: line 1 column 1 (char 0)
MGYR,,,,,,,Expecting value: line 1 column 1 (char 0)
MHLD,,,,,,,Expecting value: line 1 column 1 (char 0)
MHUA,,,,,,,Expecting value: line 1 column 1 (char 0)
MIDD,,,,,,,Expecting value: line 1 column 1 (char 0)
MIGI,,,,,,,Expecting value: line 1 column 1 (char 0)
MIND,,,,,,,Expecting value: line 1 column 1 (char 0)
MIRA,,,,,,,Expecting value: line 1 column 1 (char 0)
MIRM,,,,,,,Expecting value: line 1 column 1 (char 0)
MIST,,,,,,,Expecting value: line 1 column 1 (char 0)
MITA,,,,,,,Expecting value: line 1 column 1 (char 0)
MITK,,,,,,,Expecting value: line 1 column 1 (char 0)
MKSI,,,,,,,Expecting value: line 1 column 1 (char 0)
MKT,,,,,,,Expecting value: line 1 column 1 (char 0)
MKTX,,,,,,,Expecting value: line 1 column 1 (char 0)
MLAB,,,,,,,Expecting value: line 1 column 1 (char 0)
MLCO,,,,,,,Expecting value: line 1 column 1 (char 0)
MLEC,,,,,,,Expecting value: line 1 column 1 (char 0)
MLGO,,,,,,,Expecting value: line 1 column 1 (char 0)
MLKN,,,,,,,Expecting value: line 1 column 1 (char 0)
MLTX,,,,,,,Expecting value: line 1 column 1 (char 0)
MLYS,,,,,,,Expecting value: line 1 column 1 (char 0)
MMLP,,,,,,,Expecting value: line 1 column 1 (char 0)
MMSI,,,,,,,Expecting value: line 1 column 1 (char 0)
MMV,,,,,,,Expecting value: line 1 column 1 (char 0)
MMYT,,,,,,,Expecting value: line 1 column 1 (char 0)
MNDO,,,,,,,Expecting value: line 1 column 1 (char 0)
MNDR,,,,,,,Expecting value: line 1 column 1 (char 0)
MNDY,,,,,,,Expecting value: line 1 column 1 (char 0)
MNKD,,,,,,,Expecting value: line 1 column 1 (char 0)
MNMD,,,,,,,Expecting value: line 1 column 1 (char 0)
MNOV,,,,,,,Expecting value: line 1 column 1 (char 0)
MNPR,,,,,,,Expecting value: line 1 column 1 (char 0)
MNRO,,,,,,,Expecting value: line 1 column 1 (char 0)
MNSB,,,,,,,Expecting value: line 1 column 1 (char 0)
MNST,,,,,,,Expecting value: line 1 column 1 (char 0)
MNTK,,,,,,,Expecting value: line 1 column 1 (char 0)
MNTS,,,,,,,Expecting value: line 1 column 1 (char 0)
MNTX,,,,,,,Expecting value: line 1 column 1 (char 0)
MNY,,,,,,,Expecting value: line 1 column 1 (char 0)
MOB,,,,,,,Expecting value: line 1 column 1 (char 0)
MOBX,,,,,,,Expecting value: line 1 column 1 (char 0)
MODD,,,,,,,Expecting value: line 1 column 1 (char 0)
MODV,,,,,,,Expecting value: line 1 column 1 (char 0)
MOFG,,,,,,,Expecting value: line 1 column 1 (char 0)
MOGO,,,,,,,Expecting value: line 1 column 1 (char 0)
MOLN,,,,,,,Expecting value: line 1 column 1 (char 0)
MOMO,,,,,,,Expecting value: line 1 column 1 (char 0)
MOND,,,,,,,Expecting value: line 1 column 1 (char 0)
MORN,,,,,,,Expecting value: line 1 column 1 (char 0)
MOVE,,,,,,,Expecting value: line 1 column 1 (char 0)
MPAA,,,,,,,Expecting value: line 1 column 1 (char 0)
MPB,,,,,,,Expecting value: line 1 column 1 (char 0)
MPN,,,,,,,Expecting value: line 1 column 1 (char 0)
